Date,Beer,DayOfWeek,UnitsSold,IsWeekend,HolidayEffect,PromoLevel
2022-06-15,Cider,2,35,0,0,0
2022-06-16,Ale,3,33,0,0,0
2022-06-16,Lager,3,48,0,0,0
2022-06-16,IPA,3,36,0,0,0
2022-06-16,Stout,3,29,0,0,0
2022-06-16,Cider,3,44,0,0,1
2022-06-17,Ale,4,29,0,0,0
2022-06-17,Lager,4,49,0,0,0
2022-06-17,IPA,4,23,0,0,0
2022-06-17,Stout,4,18,0,0,0
2022-06-17,Cider,4,32,0,0,0
2022-06-18,Ale,5,46,1,0,0
2022-06-18,Lager,5,56,1,0,0
2022-06-18,IPA,5,58,1,0,0
2022-06-18,Stout,5,28,1,0,0
2022-06-18,Cider,5,46,1,0,0
2022-06-19,Ale,6,47,1,0,1
2022-06-19,Lager,6,61,1,0,0
2022-06-19,IPA,6,56,1,0,0
2022-06-19,Stout,6,31,1,0,0
2022-06-19,Cider,6,44,1,0,0
2022-06-20,Ale,0,27,0,0,1
2022-06-20,Lager,0,41,0,0,0
2022-06-20,IPA,0,36,0,0,0
2022-06-20,Stout,0,26,0,0,0
2022-06-20,Cider,0,29,0,0,0
2022-06-21,Ale,1,25,0,0,0
2022-06-21,Lager,1,51,0,0,0
2022-06-21,IPA,1,38,0,0,0
2022-06-21,Stout,1,31,0,0,1
2022-06-21,Cider,1,29,0,0,0
2022-06-22,Ale,2,43,0,0,1
2022-06-22,Lager,2,45,0,0,0
2022-06-22,IPA,2,33,0,0,0
2022-06-22,Stout,2,26,0,0,0
2022-06-22,Cider,2,33,0,0,0
2022-06-23,Ale,3,33,0,0,0
2022-06-23,Lager,3,66,0,0,1
2022-06-23,IPA,3,38,0,0,0
2022-06-23,Stout,3,23,0,0,0
2022-06-23,Cider,3,34,0,0,0
2022-06-24,Ale,4,36,0,0,0
2022-06-24,Lager,4,41,0,0,0
2022-06-24,IPA,4,33,0,0,0
2022-06-24,Stout,4,22,0,0,0
2022-06-24,Cider,4,40,0,0,1
2022-06-25,Ale,5,39,1,0,0
2022-06-25,Lager,5,71,1,0,0
2022-06-25,IPA,5,57,1,0,0
2022-06-25,Stout,5,34,1,0,0
2022-06-25,Cider,5,59,1,0,0
2022-06-26,Ale,6,51,1,0,1
2022-06-26,Lager,6,61,1,0,0
2022-06-26,IPA,6,56,1,0,0
2022-06-26,Stout,6,28,1,0,0
2022-06-26,Cider,6,50,1,0,0
2022-06-27,Ale,0,23,0,0,0
2022-06-27,Lager,0,41,0,0,0
2022-06-27,IPA,0,27,0,0,0
2022-06-27,Stout,0,28,0,0,1
2022-06-27,Cider,0,31,0,0,0
2022-06-28,Ale,1,29,0,0,0
2022-06-28,Lager,1,58,0,0,0
2022-06-28,IPA,1,45,0,0,0
2022-06-28,Stout,1,27,0,0,0
2022-06-28,Cider,1,26,0,0,0
2022-06-29,Ale,2,31,0,0,0
2022-06-29,Lager,2,49,0,0,0
2022-06-29,IPA,2,42,0,0,0
2022-06-29,Stout,2,19,0,0,0
2022-06-29,Cider,2,35,0,0,0
2022-06-30,Ale,3,30,0,0,0
2022-06-30,Lager,3,43,0,0,0
2022-06-30,IPA,3,42,0,0,0
2022-06-30,Stout,3,26,0,0,0
2022-06-30,Cider,3,33,0,0,0
2022-07-01,Ale,4,19,0,0,0
2022-07-01,Lager,4,31,0,0,0
2022-07-01,IPA,4,33,0,0,0
2022-07-01,Stout,4,15,0,0,0
2022-07-01,Cider,4,27,0,0,0
2022-07-02,Ale,5,36,1,0,0
2022-07-02,Lager,5,57,1,0,0
2022-07-02,IPA,5,46,1,0,0
2022-07-02,Stout,5,23,1,0,0
2022-07-02,Cider,5,40,1,0,0
2022-07-03,Ale,6,41,1,0,0
2022-07-03,Lager,6,63,1,0,1
2022-07-03,IPA,6,46,1,0,0
2022-07-03,Stout,6,22,1,0,0
2022-07-03,Cider,6,46,1,0,0
2022-07-04,Ale,0,60,0,1,1
2022-07-04,Lager,0,94,0,1,1
2022-07-04,IPA,0,58,0,1,0
2022-07-04,Stout,0,30,0,1,0
2022-07-04,Cider,0,55,0,1,0
2022-07-05,Ale,1,24,0,0,0
2022-07-05,Lager,1,35,0,0,0
2022-07-05,IPA,1,34,0,0,0
2022-07-05,Stout,1,18,0,0,0
2022-07-05,Cider,1,34,0,0,0
2022-07-06,Ale,2,27,0,0,0
2022-07-06,Lager,2,39,0,0,0
2022-07-06,IPA,2,46,0,0,1
2022-07-06,Stout,2,21,0,0,0
2022-07-06,Cider,2,30,0,0,0
2022-07-07,Ale,3,18,0,0,0
2022-07-07,Lager,3,58,0,0,1
2022-07-07,IPA,3,46,0,0,0
2022-07-07,Stout,3,25,0,0,0
2022-07-07,Cider,3,35,0,0,0
2022-07-08,Ale,4,22,0,0,0
2022-07-08,Lager,4,47,0,0,0
2022-07-08,IPA,4,36,0,0,0
2022-07-08,Stout,4,25,0,0,0
2022-07-08,Cider,4,30,0,0,0
2022-07-09,Ale,5,39,1,0,1
2022-07-09,Lager,5,55,1,0,0
2022-07-09,IPA,5,67,1,0,1
2022-07-09,Stout,5,34,1,0,1
2022-07-09,Cider,5,43,1,0,0
2022-07-10,Ale,6,32,1,0,0
2022-07-10,Lager,6,52,1,0,0
2022-07-10,IPA,6,34,1,0,0
2022-07-10,Stout,6,17,1,0,0
2022-07-10,Cider,6,37,1,0,0
2022-07-11,Ale,0,22,0,0,0
2022-07-11,Lager,0,45,0,0,0
2022-07-11,IPA,0,30,0,0,0
2022-07-11,Stout,0,21,0,0,1
2022-07-11,Cider,0,39,0,0,0
2022-07-12,Ale,1,29,0,0,0
2022-07-12,Lager,1,55,0,0,0
2022-07-12,IPA,1,38,0,0,0
2022-07-12,Stout,1,15,0,0,0
2022-07-12,Cider,1,17,0,0,0
2022-07-13,Ale,2,26,0,0,0
2022-07-13,Lager,2,48,0,0,0
2022-07-13,IPA,2,31,0,0,0
2022-07-13,Stout,2,22,0,0,0
2022-07-13,Cider,2,25,0,0,0
2022-07-14,Ale,3,20,0,0,0
2022-07-14,Lager,3,38,0,0,0
2022-07-14,IPA,3,41,0,0,0
2022-07-14,Stout,3,20,0,0,0
2022-07-14,Cider,3,31,0,0,0
2022-07-15,Ale,4,22,0,0,0
2022-07-15,Lager,4,40,0,0,0
2022-07-15,IPA,4,45,0,0,1
2022-07-15,Stout,4,22,0,0,0
2022-07-15,Cider,4,36,0,0,1
2022-07-16,Ale,5,35,1,0,0
2022-07-16,Lager,5,43,1,0,0
2022-07-16,IPA,5,40,1,0,0
2022-07-16,Stout,5,28,1,0,0
2022-07-16,Cider,5,35,1,0,0
2022-07-17,Ale,6,37,1,0,0
2022-07-17,Lager,6,71,1,0,1
2022-07-17,IPA,6,50,1,0,0
2022-07-17,Stout,6,32,1,0,0
2022-07-17,Cider,6,40,1,0,0
2022-07-18,Ale,0,16,0,0,0
2022-07-18,Lager,0,35,0,0,0
2022-07-18,IPA,0,39,0,0,0
2022-07-18,Stout,0,27,0,0,0
2022-07-18,Cider,0,27,0,0,0
2022-07-19,Ale,1,32,0,0,1
2022-07-19,Lager,1,30,0,0,0
2022-07-19,IPA,1,37,0,0,0
2022-07-19,Stout,1,30,0,0,1
2022-07-19,Cider,1,28,0,0,0
2022-07-20,Ale,2,28,0,0,0
2022-07-20,Lager,2,44,0,0,0
2022-07-20,IPA,2,33,0,0,0
2022-07-20,Stout,2,10,0,0,0
2022-07-20,Cider,2,32,0,0,1
2022-07-21,Ale,3,26,0,0,0
2022-07-21,Lager,3,40,0,0,0
2022-07-21,IPA,3,32,0,0,0
2022-07-21,Stout,3,11,0,0,0
2022-07-21,Cider,3,35,0,0,1
2022-07-22,Ale,4,29,0,0,0
2022-07-22,Lager,4,47,0,0,0
2022-07-22,IPA,4,35,0,0,0
2022-07-22,Stout,4,11,0,0,0
2022-07-22,Cider,4,31,0,0,0
2022-07-23,Ale,5,35,1,0,0
2022-07-23,Lager,5,53,1,0,0
2022-07-23,IPA,5,60,1,0,1
2022-07-23,Stout,5,27,1,0,0
2022-07-23,Cider,5,45,1,0,0
2022-07-24,Ale,6,33,1,0,0
2022-07-24,Lager,6,53,1,0,0
2022-07-24,IPA,6,48,1,0,0
2022-07-24,Stout,6,29,1,0,0
2022-07-24,Cider,6,42,1,0,0
2022-07-25,Ale,0,25,0,0,0
2022-07-25,Lager,0,36,0,0,0
2022-07-25,IPA,0,49,0,0,1
2022-07-25,Stout,0,25,0,0,0
2022-07-25,Cider,0,30,0,0,0
2022-07-26,Ale,1,29,0,0,0
2022-07-26,Lager,1,41,0,0,0
2022-07-26,IPA,1,30,0,0,0
2022-07-26,Stout,1,23,0,0,0
2022-07-26,Cider,1,29,0,0,0
2022-07-27,Ale,2,28,0,0,0
2022-07-27,Lager,2,47,0,0,0
2022-07-27,IPA,2,33,0,0,0
2022-07-27,Stout,2,15,0,0,0
2022-07-27,Cider,2,26,0,0,0
2022-07-28,Ale,3,28,0,0,0
2022-07-28,Lager,3,42,0,0,0
2022-07-28,IPA,3,48,0,0,1
2022-07-28,Stout,3,24,0,0,1
2022-07-28,Cider,3,30,0,0,0
2022-07-29,Ale,4,25,0,0,0
2022-07-29,Lager,4,47,0,0,0
2022-07-29,IPA,4,32,0,0,0
2022-07-29,Stout,4,17,0,0,0
2022-07-29,Cider,4,27,0,0,0
2022-07-30,Ale,5,40,1,0,0
2022-07-30,Lager,5,59,1,0,0
2022-07-30,IPA,5,57,1,0,1
2022-07-30,Stout,5,21,1,0,0
2022-07-30,Cider,5,44,1,0,0
2022-07-31,Ale,6,45,1,0,1
2022-07-31,Lager,6,47,1,0,0
2022-07-31,IPA,6,43,1,0,0
2022-07-31,Stout,6,28,1,0,0
2022-07-31,Cider,6,54,1,0,0
2022-08-01,Ale,0,24,0,0,0
2022-08-01,Lager,0,29,0,0,0
2022-08-01,IPA,0,36,0,0,0
2022-08-01,Stout,0,12,0,0,0
2022-08-01,Cider,0,22,0,0,0
2022-08-02,Ale,1,28,0,0,0
2022-08-02,Lager,1,29,0,0,0
2022-08-02,IPA,1,37,0,0,0
2022-08-02,Stout,1,7,0,0,0
2022-08-02,Cider,1,27,0,0,0
2022-08-03,Ale,2,22,0,0,0
2022-08-03,Lager,2,38,0,0,0
2022-08-03,IPA,2,39,0,0,1
2022-08-03,Stout,2,18,0,0,0
2022-08-03,Cider,2,22,0,0,0
2022-08-04,Ale,3,20,0,0,0
2022-08-04,Lager,3,41,0,0,0
2022-08-04,IPA,3,31,0,0,0
2022-08-04,Stout,3,20,0,0,0
2022-08-04,Cider,3,26,0,0,0
2022-08-05,Ale,4,20,0,0,0
2022-08-05,Lager,4,25,0,0,0
2022-08-05,IPA,4,35,0,0,0
2022-08-05,Stout,4,20,0,0,0
2022-08-05,Cider,4,25,0,0,0
2022-08-06,Ale,5,34,1,0,1
2022-08-06,Lager,5,51,1,0,0
2022-08-06,IPA,5,37,1,0,0
2022-08-06,Stout,5,27,1,0,0
2022-08-06,Cider,5,32,1,0,0
2022-08-07,Ale,6,31,1,0,0
2022-08-07,Lager,6,54,1,0,0
2022-08-07,IPA,6,42,1,0,0
2022-08-07,Stout,6,26,1,0,0
2022-08-07,Cider,6,44,1,0,0
2022-08-08,Ale,0,23,0,0,0
2022-08-08,Lager,0,29,0,0,0
2022-08-08,IPA,0,33,0,0,0
2022-08-08,Stout,0,15,0,0,0
2022-08-08,Cider,0,33,0,0,0
2022-08-09,Ale,1,19,0,0,0
2022-08-09,Lager,1,32,0,0,0
2022-08-09,IPA,1,32,0,0,0
2022-08-09,Stout,1,23,0,0,1
2022-08-09,Cider,1,36,0,0,1
2022-08-10,Ale,2,19,0,0,0
2022-08-10,Lager,2,38,0,0,0
2022-08-10,IPA,2,22,0,0,0
2022-08-10,Stout,2,14,0,0,0
2022-08-10,Cider,2,28,0,0,0
2022-08-11,Ale,3,12,0,0,0
2022-08-11,Lager,3,36,0,0,0
2022-08-11,IPA,3,31,0,0,0
2022-08-11,Stout,3,13,0,0,0
2022-08-11,Cider,3,27,0,0,0
2022-08-12,Ale,4,18,0,0,0
2022-08-12,Lager,4,37,0,0,0
2022-08-12,IPA,4,31,0,0,0
2022-08-12,Stout,4,21,0,0,0
2022-08-12,Cider,4,36,0,0,0
2022-08-13,Ale,5,31,1,0,0
2022-08-13,Lager,5,67,1,0,1
2022-08-13,IPA,5,36,1,0,0
2022-08-13,Stout,5,26,1,0,0
2022-08-13,Cider,5,25,1,0,0
2022-08-14,Ale,6,33,1,0,0
2022-08-14,Lager,6,42,1,0,0
2022-08-14,IPA,6,45,1,0,0
2022-08-14,Stout,6,29,1,0,0
2022-08-14,Cider,6,38,1,0,0
2022-08-15,Ale,0,12,0,0,0
2022-08-15,Lager,0,32,0,0,0
2022-08-15,IPA,0,20,0,0,0
2022-08-15,Stout,0,32,0,0,1
2022-08-15,Cider,0,35,0,0,1
2022-08-16,Ale,1,25,0,0,0
2022-08-16,Lager,1,29,0,0,0
2022-08-16,IPA,1,34,0,0,1
2022-08-16,Stout,1,16,0,0,0
2022-08-16,Cider,1,30,0,0,0
2022-08-17,Ale,2,17,0,0,0
2022-08-17,Lager,2,43,0,0,0
2022-08-17,IPA,2,22,0,0,0
2022-08-17,Stout,2,16,0,0,0
2022-08-17,Cider,2,32,0,0,0
2022-08-18,Ale,3,22,0,0,1
2022-08-18,Lager,3,31,0,0,0
2022-08-18,IPA,3,39,0,0,1
2022-08-18,Stout,3,17,0,0,1
2022-08-18,Cider,3,17,0,0,0
2022-08-19,Ale,4,17,0,0,0
2022-08-19,Lager,4,40,0,0,0
2022-08-19,IPA,4,28,0,0,0
2022-08-19,Stout,4,17,0,0,1
2022-08-19,Cider,4,20,0,0,0
2022-08-20,Ale,5,34,1,0,0
2022-08-20,Lager,5,58,1,0,1
2022-08-20,IPA,5,56,1,0,1
2022-08-20,Stout,5,22,1,0,0
2022-08-20,Cider,5,37,1,0,0
2022-08-21,Ale,6,34,1,0,0
2022-08-21,Lager,6,52,1,0,0
2022-08-21,IPA,6,37,1,0,0
2022-08-21,Stout,6,30,1,0,1
2022-08-21,Cider,6,33,1,0,0
2022-08-22,Ale,0,26,0,0,0
2022-08-22,Lager,0,39,0,0,1
2022-08-22,IPA,0,40,0,0,1
2022-08-22,Stout,0,18,0,0,0
2022-08-22,Cider,0,21,0,0,0
2022-08-23,Ale,1,13,0,0,0
2022-08-23,Lager,1,30,0,0,0
2022-08-23,IPA,1,28,0,0,0
2022-08-23,Stout,1,15,0,0,0
2022-08-23,Cider,1,23,0,0,0
2022-08-24,Ale,2,24,0,0,0
2022-08-24,Lager,2,38,0,0,0
2022-08-24,IPA,2,35,0,0,0
2022-08-24,Stout,2,13,0,0,0
2022-08-24,Cider,2,24,0,0,0
2022-08-25,Ale,3,28,0,0,0
2022-08-25,Lager,3,33,0,0,0
2022-08-25,IPA,3,39,0,0,0
2022-08-25,Stout,3,19,0,0,1
2022-08-25,Cider,3,28,0,0,0
2022-08-26,Ale,4,24,0,0,0
2022-08-26,Lager,4,33,0,0,0
2022-08-26,IPA,4,27,0,0,0
2022-08-26,Stout,4,11,0,0,0
2022-08-26,Cider,4,23,0,0,0
2022-08-27,Ale,5,23,1,0,0
2022-08-27,Lager,5,53,1,0,0
2022-08-27,IPA,5,34,1,0,0
2022-08-27,Stout,5,27,1,0,1
2022-08-27,Cider,5,47,1,0,1
2022-08-28,Ale,6,38,1,0,1
2022-08-28,Lager,6,43,1,0,0
2022-08-28,IPA,6,43,1,0,0
2022-08-28,Stout,6,24,1,0,1
2022-08-28,Cider,6,36,1,0,0
2022-08-29,Ale,0,17,0,0,0
2022-08-29,Lager,0,37,0,0,1
2022-08-29,IPA,0,28,0,0,0
2022-08-29,Stout,0,21,0,0,0
2022-08-29,Cider,0,21,0,0,0
2022-08-30,Ale,1,24,0,0,0
2022-08-30,Lager,1,43,0,0,1
2022-08-30,IPA,1,24,0,0,0
2022-08-30,Stout,1,15,0,0,0
2022-08-30,Cider,1,24,0,0,0
2022-08-31,Ale,2,15,0,0,1
2022-08-31,Lager,2,26,0,0,0
2022-08-31,IPA,2,27,0,0,0
2022-08-31,Stout,2,10,0,0,0
2022-08-31,Cider,2,29,0,0,0
2022-09-01,Ale,3,20,0,0,0
2022-09-01,Lager,3,31,0,0,0
2022-09-01,IPA,3,22,0,0,0
2022-09-01,Stout,3,10,0,0,0
2022-09-01,Cider,3,23,0,0,0
2022-09-02,Ale,4,22,0,0,0
2022-09-02,Lager,4,48,0,0,1
2022-09-02,IPA,4,31,0,0,0
2022-09-02,Stout,4,21,0,0,0
2022-09-02,Cider,4,27,0,0,0
2022-09-03,Ale,5,25,1,0,0
2022-09-03,Lager,5,37,1,0,0
2022-09-03,IPA,5,37,1,0,1
2022-09-03,Stout,5,19,1,0,0
2022-09-03,Cider,5,35,1,0,0
2022-09-04,Ale,6,30,1,0,1
2022-09-04,Lager,6,41,1,0,0
2022-09-04,IPA,6,33,1,0,0
2022-09-04,Stout,6,22,1,0,0
2022-09-04,Cider,6,29,1,0,0
2022-09-05,Ale,0,5,0,0,0
2022-09-05,Lager,0,23,0,0,0
2022-09-05,IPA,0,29,0,0,0
2022-09-05,Stout,0,4,0,0,0
2022-09-05,Cider,0,22,0,0,0
2022-09-06,Ale,1,21,0,0,0
2022-09-06,Lager,1,31,0,0,1
2022-09-06,IPA,1,30,0,0,0
2022-09-06,Stout,1,21,0,0,0
2022-09-06,Cider,1,16,0,0,0
2022-09-07,Ale,2,15,0,0,0
2022-09-07,Lager,2,30,0,0,0
2022-09-07,IPA,2,33,0,0,0
2022-09-07,Stout,2,12,0,0,0
2022-09-07,Cider,2,25,0,0,0
2022-09-08,Ale,3,18,0,0,0
2022-09-08,Lager,3,26,0,0,0
2022-09-08,IPA,3,17,0,0,0
2022-09-08,Stout,3,10,0,0,0
2022-09-08,Cider,3,18,0,0,0
2022-09-09,Ale,4,33,0,0,1
2022-09-09,Lager,4,42,0,0,1
2022-09-09,IPA,4,23,0,0,0
2022-09-09,Stout,4,15,0,0,0
2022-09-09,Cider,4,18,0,0,0
2022-09-10,Ale,5,32,1,0,0
2022-09-10,Lager,5,38,1,0,0
2022-09-10,IPA,5,32,1,0,0
2022-09-10,Stout,5,20,1,0,0
2022-09-10,Cider,5,33,1,0,1
2022-09-11,Ale,6,24,1,0,0
2022-09-11,Lager,6,38,1,0,0
2022-09-11,IPA,6,38,1,0,0
2022-09-11,Stout,6,27,1,0,0
2022-09-11,Cider,6,30,1,0,0
2022-09-12,Ale,0,19,0,0,0
2022-09-12,Lager,0,32,0,0,0
2022-09-12,IPA,0,17,0,0,0
2022-09-12,Stout,0,12,0,0,0
2022-09-12,Cider,0,25,0,0,0
2022-09-13,Ale,1,24,0,0,0
2022-09-13,Lager,1,32,0,0,0
2022-09-13,IPA,1,33,0,0,0
2022-09-13,Stout,1,11,0,0,0
2022-09-13,Cider,1,27,0,0,0
2022-09-14,Ale,2,18,0,0,0
2022-09-14,Lager,2,29,0,0,1
2022-09-14,IPA,2,10,0,0,0
2022-09-14,Stout,2,16,0,0,0
2022-09-14,Cider,2,27,0,0,1
2022-09-15,Ale,3,34,0,0,1
2022-09-15,Lager,3,30,0,0,0
2022-09-15,IPA,3,23,0,0,0
2022-09-15,Stout,3,15,0,0,0
2022-09-15,Cider,3,19,0,0,0
2022-09-16,Ale,4,12,0,0,0
2022-09-16,Lager,4,29,0,0,0
2022-09-16,IPA,4,21,0,0,0
2022-09-16,Stout,4,19,0,0,0
2022-09-16,Cider,4,32,0,0,0
2022-09-17,Ale,5,23,1,0,0
2022-09-17,Lager,5,48,1,0,0
2022-09-17,IPA,5,28,1,0,0
2022-09-17,Stout,5,25,1,0,0
2022-09-17,Cider,5,32,1,0,0
2022-09-18,Ale,6,28,1,0,0
2022-09-18,Lager,6,47,1,0,0
2022-09-18,IPA,6,37,1,0,0
2022-09-18,Stout,6,13,1,0,0
2022-09-18,Cider,6,34,1,0,0
2022-09-19,Ale,0,20,0,0,0
2022-09-19,Lager,0,27,0,0,0
2022-09-19,IPA,0,25,0,0,0
2022-09-19,Stout,0,18,0,0,0
2022-09-19,Cider,0,23,0,0,0
2022-09-20,Ale,1,16,0,0,0
2022-09-20,Lager,1,38,0,0,1
2022-09-20,IPA,1,28,0,0,1
2022-09-20,Stout,1,10,0,0,0
2022-09-20,Cider,1,22,0,0,0
2022-09-21,Ale,2,18,0,0,0
2022-09-21,Lager,2,30,0,0,0
2022-09-21,IPA,2,25,0,0,0
2022-09-21,Stout,2,8,0,0,0
2022-09-21,Cider,2,36,0,0,1
2022-09-22,Ale,3,24,0,0,0
2022-09-22,Lager,3,40,0,0,1
2022-09-22,IPA,3,23,0,0,0
2022-09-22,Stout,3,24,0,0,1
2022-09-22,Cider,3,26,0,0,0
2022-09-23,Ale,4,25,0,0,0
2022-09-23,Lager,4,32,0,0,0
2022-09-23,IPA,4,32,0,0,1
2022-09-23,Stout,4,17,0,0,0
2022-09-23,Cider,4,12,0,0,0
2022-09-24,Ale,5,23,1,0,0
2022-09-24,Lager,5,50,1,0,0
2022-09-24,IPA,5,30,1,0,0
2022-09-24,Stout,5,12,1,0,0
2022-09-24,Cider,5,29,1,0,0
2022-09-25,Ale,6,24,1,0,0
2022-09-25,Lager,6,45,1,0,0
2022-09-25,IPA,6,37,1,0,0
2022-09-25,Stout,6,20,1,0,0
2022-09-25,Cider,6,23,1,0,0
2022-09-26,Ale,0,18,0,0,0
2022-09-26,Lager,0,25,0,0,0
2022-09-26,IPA,0,37,0,0,1
2022-09-26,Stout,0,14,0,0,0
2022-09-26,Cider,0,10,0,0,0
2022-09-27,Ale,1,24,0,0,0
2022-09-27,Lager,1,11,0,0,0
2022-09-27,IPA,1,20,0,0,0
2022-09-27,Stout,1,15,0,0,0
2022-09-27,Cider,1,28,0,0,1
2022-09-28,Ale,2,21,0,0,0
2022-09-28,Lager,2,26,0,0,0
2022-09-28,IPA,2,22,0,0,0
2022-09-28,Stout,2,13,0,0,0
2022-09-28,Cider,2,29,0,0,0
2022-09-29,Ale,3,12,0,0,0
2022-09-29,Lager,3,29,0,0,0
2022-09-29,IPA,3,27,0,0,0
2022-09-29,Stout,3,19,0,0,1
2022-09-29,Cider,3,26,0,0,1
2022-09-30,Ale,4,16,0,0,0
2022-09-30,Lager,4,37,0,0,1
2022-09-30,IPA,4,25,0,0,0
2022-09-30,Stout,4,4,0,0,0
2022-09-30,Cider,4,24,0,0,0
2022-10-01,Ale,5,26,1,0,0
2022-10-01,Lager,5,43,1,0,0
2022-10-01,IPA,5,25,1,0,0
2022-10-01,Stout,5,20,1,0,0
2022-10-01,Cider,5,28,1,0,0
2022-10-02,Ale,6,25,1,0,0
2022-10-02,Lager,6,49,1,0,1
2022-10-02,IPA,6,46,1,0,1
2022-10-02,Stout,6,16,1,0,0
2022-10-02,Cider,6,29,1,0,0
2022-10-03,Ale,0,9,0,0,0
2022-10-03,Lager,0,26,0,0,0
2022-10-03,IPA,0,22,0,0,0
2022-10-03,Stout,0,1,0,0,0
2022-10-03,Cider,0,21,0,0,0
2022-10-04,Ale,1,19,0,0,0
2022-10-04,Lager,1,26,0,0,0
2022-10-04,IPA,1,28,0,0,0
2022-10-04,Stout,1,20,0,0,0
2022-10-04,Cider,1,30,0,0,0
2022-10-05,Ale,2,11,0,0,0
2022-10-05,Lager,2,30,0,0,0
2022-10-05,IPA,2,25,0,0,0
2022-10-05,Stout,2,13,0,0,0
2022-10-05,Cider,2,14,0,0,0
2022-10-06,Ale,3,22,0,0,1
2022-10-06,Lager,3,16,0,0,0
2022-10-06,IPA,3,23,0,0,0
2022-10-06,Stout,3,5,0,0,0
2022-10-06,Cider,3,24,0,0,1
2022-10-07,Ale,4,22,0,0,0
2022-10-07,Lager,4,24,0,0,0
2022-10-07,IPA,4,22,0,0,1
2022-10-07,Stout,4,15,0,0,0
2022-10-07,Cider,4,17,0,0,0
2022-10-08,Ale,5,41,1,0,1
2022-10-08,Lager,5,31,1,0,0
2022-10-08,IPA,5,48,1,0,0
2022-10-08,Stout,5,16,1,0,0
2022-10-08,Cider,5,26,1,0,0
2022-10-09,Ale,6,17,1,0,0
2022-10-09,Lager,6,52,1,0,1
2022-10-09,IPA,6,33,1,0,1
2022-10-09,Stout,6,20,1,0,0
2022-10-09,Cider,6,33,1,0,0
2022-10-10,Ale,0,11,0,0,0
2022-10-10,Lager,0,44,0,0,1
2022-10-10,IPA,0,20,0,0,0
2022-10-10,Stout,0,12,0,0,0
2022-10-10,Cider,0,12,0,0,0
2022-10-11,Ale,1,16,0,0,0
2022-10-11,Lager,1,30,0,0,0
2022-10-11,IPA,1,18,0,0,0
2022-10-11,Stout,1,14,0,0,0
2022-10-11,Cider,1,29,0,0,1
2022-10-12,Ale,2,20,0,0,0
2022-10-12,Lager,2,27,0,0,0
2022-10-12,IPA,2,30,0,0,0
2022-10-12,Stout,2,7,0,0,0
2022-10-12,Cider,2,28,0,0,1
2022-10-13,Ale,3,13,0,0,0
2022-10-13,Lager,3,29,0,0,0
2022-10-13,IPA,3,24,0,0,0
2022-10-13,Stout,3,9,0,0,0
2022-10-13,Cider,3,20,0,0,0
2022-10-14,Ale,4,13,0,0,0
2022-10-14,Lager,4,45,0,0,1
2022-10-14,IPA,4,27,0,0,0
2022-10-14,Stout,4,23,0,0,0
2022-10-14,Cider,4,16,0,0,0
2022-10-15,Ale,5,15,1,0,0
2022-10-15,Lager,5,40,1,0,0
2022-10-15,IPA,5,35,1,0,0
2022-10-15,Stout,5,22,1,0,0
2022-10-15,Cider,5,32,1,0,0
2022-10-16,Ale,6,33,1,0,0
2022-10-16,Lager,6,42,1,0,0
2022-10-16,IPA,6,39,1,0,1
2022-10-16,Stout,6,12,1,0,0
2022-10-16,Cider,6,38,1,0,0
2022-10-17,Ale,0,17,0,0,0
2022-10-17,Lager,0,34,0,0,0
2022-10-17,IPA,0,20,0,0,0
2022-10-17,Stout,0,17,0,0,0
2022-10-17,Cider,0,16,0,0,0
2022-10-18,Ale,1,5,0,0,0
2022-10-18,Lager,1,33,0,0,0
2022-10-18,IPA,1,18,0,0,0
2022-10-18,Stout,1,7,0,0,0
2022-10-18,Cider,1,20,0,0,0
2022-10-19,Ale,2,16,0,0,0
2022-10-19,Lager,2,29,0,0,0
2022-10-19,IPA,2,26,0,0,0
2022-10-19,Stout,2,9,0,0,0
2022-10-19,Cider,2,14,0,0,0
2022-10-20,Ale,3,23,0,0,0
2022-10-20,Lager,3,31,0,0,0
2022-10-20,IPA,3,18,0,0,0
2022-10-20,Stout,3,5,0,0,0
2022-10-20,Cider,3,18,0,0,0
2022-10-21,Ale,4,15,0,0,1
2022-10-21,Lager,4,25,0,0,0
2022-10-21,IPA,4,28,0,0,0
2022-10-21,Stout,4,12,0,0,0
2022-10-21,Cider,4,26,0,0,0
2022-10-22,Ale,5,22,1,0,0
2022-10-22,Lager,5,44,1,0,0
2022-10-22,IPA,5,31,1,0,0
2022-10-22,Stout,5,12,1,0,1
2022-10-22,Cider,5,30,1,0,0
2022-10-23,Ale,6,14,1,0,0
2022-10-23,Lager,6,35,1,0,0
2022-10-23,IPA,6,21,1,0,0
2022-10-23,Stout,6,19,1,0,0
2022-10-23,Cider,6,29,1,0,0
2022-10-24,Ale,0,19,0,0,0
2022-10-24,Lager,0,19,0,0,0
2022-10-24,IPA,0,19,0,0,0
2022-10-24,Stout,0,16,0,0,1
2022-10-24,Cider,0,23,0,0,0
2022-10-25,Ale,1,18,0,0,0
2022-10-25,Lager,1,31,0,0,1
2022-10-25,IPA,1,29,0,0,0
2022-10-25,Stout,1,10,0,0,1
2022-10-25,Cider,1,22,0,0,0
2022-10-26,Ale,2,13,0,0,0
2022-10-26,Lager,2,31,0,0,0
2022-10-26,IPA,2,21,0,0,0
